,Persons,Males,Females,Number of households,Males- Literate,Females- Literate,Total Educated,Below Primary,Primary,Middle,Matric/Higher Secondary/Diploma,Graduate and Above,0 - 4 years,5 - 14 years,15 - 59 years,60 years and above (Incl. A.N.S.),Total workers,Main workers,Non-workers,Religeon#1 Population,Imp Town#2 Population,Imp Town#3 Population,Persons- literate
300,3015422.0,1546633.0,1468789.0,598429.0,920153.0,633699.0,1553852.0,603030.0,371539.0,264683.0,209034.0,74737.0,324134.0,766542.0,1757214.0,167532.0,1128497.0,831699.0,1886925.0,1944606.0,61806.0,50613.0,1553852.0
301,6895514.0,3588376.0,3307138.0,1390072.0,2458485.0,1746661.0,4205146.0,1329183.0,991623.0,728878.0,748285.0,297950.0,604383.0,1563346.0,4267123.0,460662.0,2451241.0,1902334.0,4444273.0,5440052.0,475439.0,289903.0,4205146.0
302,4604827.0,2366853.0,2237974.0,959987.0,1489038.0,1155423.0,2644461.0,947612.0,695736.0,465510.0,364806.0,127632.0,407511.0,1068865.0,2741690.0,386761.0,1615705.0,1405724.0,2989122.0,3396095.0,138235.0,115016.0,2644461.0
303,8934286.0,4638756.0,4295530.0,1826518.0,3440748.0,2710779.0,6151527.0,1711235.0,1423093.0,1133954.0,1167918.0,621001.0,701606.0,1905879.0,5583396.0,743405.0,2988160.0,2623352.0,5946126.0,6721420.0,392444.0,348438.0,6151527.0
304,5041976.0,2589625.0,2452351.0,1043895.0,1883474.0,1450514.0,3333988.0,1046502.0,854367.0,578414.0,543704.0,267093.0,404459.0,1063045.0,3164898.0,409574.0,1859487.0,1528040.0,3182489.0,4216701.0,170206.0,162187.0,3333988.0
305,3192695.0,1636002.0,1556693.0,606020.0,1075401.0,658821.0,1734222.0,640634.0,411875.0,330270.0,240753.0,78487.0,305717.0,742496.0,1910027.0,234455.0,1427272.0,944216.0,1765423.0,2693022.0,61947.0,27354.0,1734222.0
306,2536516.0,1298078.0,1238438.0,449895.0,803494.0,378790.0,1182284.0,428648.0,276749.0,229429.0,166519.0,49425.0,269944.0,630803.0,1449836.0,185933.0,1127488.0,645506.0,1409028.0,2116037.0,22031.0,21932.0,1182284.0
307,9610788.0,4916370.0,4694418.0,1827721.0,3573623.0,2590693.0,6164316.0,2465907.0,1586123.0,1034942.0,743625.0,246415.0,918006.0,2333062.0,5656043.0,703677.0,3751057.0,2530112.0,5859731.0,8224779.0,170673.0,149769.0,6164316.0
308,4273099.0,2241898.0,2031201.0,838520.0,1647348.0,1248277.0,2895625.0,890143.0,759810.0,506707.0,489226.0,211494.0,343375.0,926037.0,2673104.0,330583.0,1438874.0,1224972.0,2834225.0,3204077.0,260906.0,202135.0,2895625.0
310,6906689.0,3564993.0,3341696.0,1321929.0,2399713.0,1667630.0,4067343.0,1682734.0,1024531.0,641593.0,465067.0,182893.0,701432.0,1764434.0,3960541.0,480282.0,2242760.0,1678130.0,4663929.0,4548459.0,336707.0,75531.0,4067343.0
311,2488003.0,1250958.0,1237045.0,524649.0,688072.0,424117.0,1112189.0,347433.0,305503.0,114789.0,254169.0,43564.0,243389.0,659331.0,1417252.0,168031.0,1123248.0,912287.0,1364755.0,2207843.0,75254.0,70381.0,1112189.0
312,2345685.0,1162905.0,1182780.0,484588.0,642996.0,401792.0,1044788.0,288554.0,304556.0,106517.0,249549.0,51926.0,216402.0,567129.0,1382370.0,179784.0,1159606.0,971911.0,1186079.0,1983275.0,71520.0,64496.0,1044788.0
313,3491822.0,1747968.0,1743854.0,813797.0,1013328.0,647761.0,1661089.0,445208.0,478883.0,189226.0,409110.0,81001.0,302570.0,796148.0,2077569.0,315535.0,1711559.0,1458954.0,1780263.0,3251834.0,205653.0,85521.0,1661089.0
314,2670097.0,1352446.0,1317651.0,521018.0,738208.0,432926.0,1171134.0,339163.0,322529.0,118592.0,282352.0,51608.0,255985.0,677807.0,1523368.0,212937.0,1293657.0,1060051.0,1376440.0,2334169.0,57113.0,52363.0,1171134.0
316,3575064.0,1839227.0,1735837.0,742590.0,1192100.0,842281.0,2034381.0,404250.0,489521.0,193364.0,607300.0,260503.0,324169.0,842909.0,2173360.0,234626.0,1437606.0,1264403.0,2137458.0,3063118.0,268689.0,231108.0,2034381.0
317,3513934.0,1782340.0,1731594.0,688212.0,850414.0,467107.0,1317521.0,371893.0,353924.0,128269.0,329607.0,67575.0,345446.0,937792.0,1969070.0,261626.0,1823329.0,1482426.0,1690605.0,3193932.0,50941.0,50114.0,1317521.0
318,3247982.0,1651990.0,1595992.0,723015.0,981875.0,613768.0,1595643.0,474835.0,439802.0,175590.0,352049.0,85612.0,295103.0,801673.0,1876515.0,274691.0,1594666.0,1308907.0,1653316.0,3040212.0,93239.0,90886.0,1595643.0
320,2578927.0,1305543.0,1273384.0,601659.0,745679.0,522265.0,1267944.0,362116.0,377075.0,139285.0,275834.0,72950.0,231625.0,618242.0,1533620.0,195440.0,1244376.0,1039322.0,1334551.0,2406066.0,79721.0,69088.0,1267944.0
321,2537593.0,1260020.0,1277573.0,582377.0,731778.0,485881.0,1217659.0,314768.0,406889.0,140816.0,236099.0,59134.0,226342.0,588640.0,1522214.0,200397.0,1201816.0,870624.0,1335777.0,2513087.0,49899.0,37931.0,1217659.0
322,2249254.0,1119541.0,1129713.0,514912.0,605038.0,392444.0,997482.0,256539.0,345163.0,107395.0,191992.0,54462.0,198760.0,502372.0,1378957.0,169165.0,1174164.0,912375.0,1075090.0,2214541.0,50096.0,49714.0,997482.0
323,3832336.0,1930197.0,1902139.0,887003.0,1171082.0,831234.0,2002316.0,417446.0,577938.0,211419.0,535115.0,184767.0,324433.0,850611.0,2411639.0,245653.0,1602761.0,1305584.0,2229575.0,3688280.0,259180.0,85486.0,2002316.0
324,4901420.0,2459640.0,2441780.0,1202661.0,1504676.0,1303052.0,2807728.0,749817.0,1028947.0,294551.0,514195.0,154017.0,413104.0,1096493.0,3035951.0,355872.0,1940214.0,1614799.0,2961206.0,4752009.0,296329.0,53602.0,2807728.0
325,3803517.0,1910038.0,1893479.0,947276.0,1308598.0,1150224.0,2458822.0,715101.0,867078.0,239220.0,438313.0,122202.0,310484.0,829811.0,2358503.0,304719.0,1678335.0,1425708.0,2125182.0,3580207.0,137409.0,102622.0,2458822.0
326,4187841.0,2117401.0,2070440.0,1011891.0,1386261.0,1153713.0,2539974.0,603868.0,807042.0,269230.0,605480.0,177102.0,333263.0,903289.0,2618300.0,332989.0,1841597.0,1575433.0,2346244.0,3729204.0,179353.0,113054.0,2539974.0
327,4465144.0,2250279.0,2214865.0,1077303.0,1407402.0,1048563.0,2455965.0,579683.0,804976.0,241137.0,559524.0,175832.0,357400.0,954636.0,2756023.0,397085.0,2190299.0,1869886.0,2274845.0,3834204.0,153756.0,93321.0,2455965.0
328,3059423.0,1552332.0,1507091.0,702559.0,938482.0,593644.0,1532126.0,391396.0,512915.0,143921.0,341687.0,92527.0,259093.0,689994.0,1833665.0,276671.0,1537544.0,1306772.0,1521879.0,2825681.0,84970.0,58462.0,1532126.0
329,2668564.0,1344935.0,1323629.0,640942.0,866975.0,655891.0,1522866.0,375380.0,515113.0,149694.0,316461.0,93056.0,223622.0,562645.0,1663646.0,218651.0,1211702.0,985312.0,1456862.0,2382701.0,79682.0,68782.0,1522866.0
330,2601797.0,1318093.0,1283704.0,585987.0,867054.0,553698.0,1420752.0,315821.0,482912.0,145747.0,323102.0,91650.0,225438.0,586524.0,1579759.0,210076.0,1165566.0,931847.0,1436231.0,2181572.0,126505.0,72297.0,1420752.0
331,3529494.0,1796214.0,1733280.0,699191.0,1003659.0,588513.0,1592172.0,396608.0,526192.0,139903.0,363649.0,101204.0,343493.0,936793.0,2015569.0,233639.0,1745220.0,1500598.0,1784274.0,2910182.0,157305.0,152676.0,1592172.0
332,3640478.0,1859588.0,1780890.0,779052.0,1104042.0,670046.0,1774088.0,398372.0,667978.0,177709.0,380349.0,102827.0,311720.0,878170.0,2175541.0,275047.0,1777536.0,1471218.0,1862942.0,3225156.0,125074.0,117103.0,1774088.0
333,3745875.0,1889690.0,1856185.0,848607.0,1273940.0,903050.0,2176990.0,484531.0,769687.0,240584.0,466832.0,136183.0,334295.0,791554.0,2287032.0,332994.0,1752979.0,1462690.0,1992896.0,3368878.0,152654.0,99967.0,2176990.0
339,660923.0,333553.0,327370.0,125567.0,212637.0,202523.0,415160.0,136270.0,84592.0,59433.0,88682.0,37129.0,80507.0,170197.0,377828.0,32391.0,256562.0,219190.0,404361.0,403277.0,38303.0,34292.0,415160.0
352,1532982.0,785579.0,747403.0,321777.0,581523.0,453855.0,1035378.0,299223.0,326328.0,212458.0,124022.0,61995.0,129668.0,361712.0,924952.0,116650.0,534348.0,436870.0,998634.0,1373556.0,47713.0,34850.0,1035378.0
353,767440.0,394605.0,372835.0,164207.0,267091.0,192411.0,459502.0,163268.0,144445.0,86398.0,38584.0,18952.0,74350.0,190002.0,445891.0,57197.0,303694.0,226467.0,463746.0,660641.0,15760.0,10861.0,459502.0
354,307868.0,159095.0,148773.0,62085.0,94528.0,63869.0,158397.0,55253.0,52169.0,28224.0,15189.0,4660.0,31818.0,81419.0,173895.0,20736.0,126761.0,92570.0,181107.0,257834.0,6045.0,5143.0,158397.0
355,590913.0,302946.0,287967.0,116265.0,207565.0,161257.0,368822.0,130341.0,118853.0,61657.0,37898.0,14243.0,58624.0,147959.0,341559.0,42771.0,194758.0,156385.0,396155.0,447279.0,20286.0,11593.0,368822.0
370,1204078.0,588083.0,615995.0,225252.0,458085.0,425775.0,883860.0,205087.0,256203.0,186515.0,189868.0,30391.0,115459.0,240307.0,748476.0,99836.0,417845.0,327762.0,786233.0,705234.0,52634.0,23334.0,883860.0
371,2408956.0,1152817.0,1256139.0,457368.0,971065.0,1000338.0,1971403.0,350835.0,544405.0,441878.0,521715.0,91604.0,204098.0,423672.0,1532764.0,248422.0,767197.0,626876.0,1641759.0,1480748.0,68734.0,67507.0,1971403.0
373,2879131.0,1399358.0,1479773.0,567658.0,1174611.0,1160831.0,2335442.0,447198.0,601267.0,598508.0,556008.0,108192.0,255332.0,508356.0,1835004.0,280439.0,802900.0,630836.0,2076231.0,1669161.0,75847.0,68982.0,2335442.0
374,3625471.0,1754576.0,1870895.0,612413.0,1373688.0,1380821.0,2754509.0,678943.0,775445.0,747341.0,451421.0,63246.0,402623.0,832939.0,2123481.0,266428.0,874476.0,691848.0,2750995.0,2484576.0,83707.0,58491.0,2754509.0
375,2617482.0,1266985.0,1350497.0,530216.0,988859.0,949959.0,1938818.0,402235.0,519629.0,510415.0,403353.0,73476.0,231752.0,481755.0,1635585.0,268390.0,945052.0,768620.0,1672430.0,1802766.0,49242.0,42029.0,1938818.0
376,2974232.0,1422052.0,1552180.0,639871.0,1191026.0,1246566.0,2437592.0,497934.0,546008.0,503278.0,719444.0,151519.0,240565.0,489240.0,1894992.0,349435.0,955300.0,808965.0,2018932.0,1761842.0,51592.0,48380.0,2437592.0
377,3105798.0,1538397.0,1567401.0,693161.0,1307846.0,1270967.0,2578813.0,476336.0,528694.0,503631.0,820372.0,225105.0,247137.0,470604.0,2033169.0,354888.0,1117091.0,915756.0,1988707.0,1444994.0,266898.0,67754.0,2578813.0
378,1129221.0,566682.0,562539.0,265344.0,460310.0,422148.0,882458.0,176890.0,217996.0,203095.0,234505.0,39708.0,98199.0,182284.0,745214.0,103524.0,487352.0,400699.0,641869.0,566744.0,9036.0,2311.0,882458.0
379,1953646.0,964926.0,988720.0,434520.0,833748.0,834518.0,1668266.0,287281.0,345448.0,355148.0,540662.0,128708.0,154992.0,299291.0,1246424.0,252939.0,642157.0,539609.0,1311489.0,963497.0,51967.0,42984.0,1668266.0
380,2109160.0,1014529.0,1094631.0,483960.0,865286.0,893692.0,1758978.0,321620.0,378825.0,425623.0,513397.0,99917.0,165994.0,319849.0,1349673.0,273644.0,723354.0,547049.0,1385806.0,1457188.0,68585.0,45105.0,1758978.0
381,1234016.0,589398.0,644618.0,297134.0,505976.0,543900.0,1049876.0,176696.0,209013.0,251917.0,336720.0,64974.0,91643.0,193174.0,768124.0,181075.0,366049.0,285844.0,867967.0,694560.0,38009.0,28952.0,1049876.0
382,2585208.0,1249621.0,1335587.0,593314.0,1039111.0,1051333.0,2090444.0,365157.0,449780.0,539180.0,593072.0,123596.0,214106.0,413756.0,1673910.0,283436.0,828566.0,654823.0,1756642.0,1685044.0,47235.0,38652.0,2090444.0
383,3234356.0,1569917.0,1664439.0,759382.0,1280412.0,1278082.0,2558494.0,409276.0,527786.0,634060.0,732255.0,222693.0,266099.0,533739.0,2093603.0,340915.0,1047935.0,818497.0,2186421.0,2202112.0,69467.0,56138.0,2558494.0
388,2860869.0,1571689.0,1289180.0,561945.0,1161047.0,796855.0,1957902.0,336760.0,414858.0,309552.0,550540.0,329431.0,294204.0,669176.0,1751640.0,145849.0,919439.0,872142.0,1941430.0,2540491.0,404787.0,174142.0,1957902.0
389,781525.0,427882.0,353643.0,148927.0,314103.0,226089.0,540192.0,84263.0,116492.0,90266.0,155998.0,87355.0,72979.0,171219.0,492289.0,45038.0,256596.0,244890.0,524929.0,609493.0,132947.0,122102.0,540192.0
390,1768061.0,956078.0,811983.0,310887.0,676627.0,464408.0,1141035.0,222702.0,270927.0,211702.0,300605.0,121084.0,201204.0,459472.0,1032752.0,74633.0,500425.0,470993.0,1267636.0,1232960.0,353401.0,217397.0,1141035.0
391,1463583.0,794074.0,669509.0,287638.0,613061.0,455078.0,1068139.0,152458.0,199177.0,157781.0,310647.0,238014.0,141176.0,315156.0,918414.0,88837.0,475310.0,456216.0,988273.0,1213295.0,362275.0,210055.0,1068139.0
392,179112.0,99956.0,79156.0,39633.0,78540.0,52656.0,131196.0,17489.0,24105.0,21377.0,36440.0,30013.0,14382.0,36626.0,120349.0,7755.0,67594.0,64425.0,111518.0,155594.0,59132.0,31067.0,131196.0
393,646385.0,350831.0,295554.0,120616.0,255253.0,195736.0,450989.0,65525.0,101683.0,75263.0,119540.0,79593.0,54916.0,133996.0,415837.0,41636.0,223851.0,213324.0,422534.0,423592.0,195556.0,140248.0,450989.0
394,2128908.0,1163084.0,965824.0,432782.0,884861.0,648877.0,1533738.0,220759.0,289230.0,222665.0,463594.0,323357.0,198333.0,448086.0,1340763.0,141726.0,720915.0,686517.0,1407993.0,1745810.0,469963.0,312034.0,1533738.0
395,1755041.0,983615.0,771426.0,364511.0,761917.0,496116.0,1258033.0,184787.0,237497.0,201038.0,396897.0,227609.0,171609.0,380759.0,1122699.0,79974.0,602546.0,569836.0,1152495.0,1612169.0,334821.0,168990.0,1258033.0
396,2267023.0,1260025.0,1006998.0,466444.0,955438.0,628102.0,1583540.0,250170.0,313497.0,242046.0,436353.0,325459.0,229058.0,500588.0,1421999.0,115378.0,778558.0,739173.0,1488465.0,1824645.0,556765.0,379138.0,1583540.0
406,586327.0,301251.0,285076.0,118828.0,189459.0,117209.0,306668.0,103521.0,85487.0,42217.0,41975.0,14373.0,67977.0,152921.0,329739.0,35690.0,279826.0,181837.0,306501.0,549179.0,30758.0,17862.0,306668.0
407,1972094.0,1000050.0,972044.0,383217.0,547006.0,326453.0,873459.0,296575.0,220260.0,115576.0,101299.0,33241.0,257133.0,506650.0,1063505.0,144806.0,982041.0,605013.0,990053.0,1823285.0,16834.0,16037.0,873459.0
409,1265529.0,634597.0,630932.0,268609.0,439954.0,306541.0,746495.0,268796.0,204985.0,99568.0,86502.0,30355.0,140095.0,290277.0,727342.0,107815.0,601564.0,430725.0,663965.0,1212180.0,17388.0,14459.0,746495.0
410,1011823.0,515147.0,496676.0,203104.0,324912.0,193460.0,518372.0,164517.0,137964.0,79124.0,93719.0,33634.0,117885.0,260457.0,572919.0,60562.0,431002.0,302248.0,580821.0,949774.0,137045.0,20150.0,518372.0
411,1317431.0,659388.0,658043.0,254080.0,445925.0,274582.0,720507.0,261370.0,185071.0,110150.0,119079.0,28440.0,155099.0,344849.0,701346.0,116137.0,575923.0,411510.0,741508.0,1299831.0,32513.0,20367.0,720507.0
412,1998355.0,1013875.0,984480.0,390354.0,656225.0,391942.0,1048167.0,359352.0,269030.0,145629.0,168750.0,73884.0,240556.0,516617.0,1091363.0,149819.0,857577.0,630504.0,1140778.0,1904580.0,27389.0,19839.0,1048167.0
414,1283224.0,634342.0,648882.0,246524.0,457505.0,365571.0,823076.0,265489.0,223080.0,116435.0,91107.0,31552.0,152856.0,312094.0,719023.0,99251.0,649401.0,558996.0,633823.0,1215492.0,34441.0,15157.0,823076.0
415,2810436.0,1417893.0,1392543.0,543486.0,1032829.0,761061.0,1793890.0,543973.0,466403.0,265099.0,338969.0,116771.0,305754.0,682210.0,1612776.0,209696.0,1162833.0,965624.0,1647603.0,2654202.0,232517.0,77651.0,1793890.0
416,3016930.0,1523925.0,1493005.0,581582.0,1034063.0,679590.0,1713653.0,571410.0,462342.0,234779.0,268987.0,121842.0,358976.0,765137.0,1672204.0,220613.0,1264663.0,961507.0,1752267.0,2881933.0,50118.0,26635.0,1713653.0
417,860257.0,426201.0,434056.0,176607.0,289545.0,195291.0,484836.0,175408.0,142893.0,65748.0,55893.0,17560.0,94599.0,203795.0,486852.0,75011.0,411747.0,300907.0,448510.0,838906.0,17081.0,16747.0,484836.0
420,1306673.0,649801.0,656872.0,259798.0,300838.0,170942.0,471780.0,183735.0,110533.0,61122.0,56155.0,19533.0,158366.0,338396.0,734255.0,75656.0,687415.0,407252.0,619258.0,1265787.0,26898.0,9638.0,471780.0
421,719487.0,356928.0,362559.0,146190.0,115626.0,61318.0,176944.0,67783.0,37694.0,21178.0,26720.0,7989.0,88916.0,194086.0,405849.0,30636.0,380244.0,284770.0,339243.0,696516.0,19059.0,6641.0,176944.0
446,364140.0,182250.0,181890.0,67681.0,122109.0,79993.0,202102.0,34811.0,40258.0,51767.0,51218.0,18800.0,40152.0,88319.0,211287.0,24382.0,177343.0,111486.0,186797.0,221096.0,28724.0,18699.0,202102.0
447,444382.0,221781.0,222601.0,79078.0,171996.0,139242.0,311238.0,35811.0,43273.0,70823.0,97181.0,57683.0,38184.0,90774.0,280267.0,35157.0,178111.0,129101.0,266271.0,330994.0,20532.0,12680.0,311238.0
448,394876.0,198371.0,196505.0,69182.0,145377.0,110579.0,255956.0,37837.0,44284.0,63063.0,73202.0,33010.0,37555.0,90346.0,239189.0,27786.0,156882.0,106562.0,237994.0,240347.0,8316.0,6423.0,255956.0
460,468411.0,256939.0,211472.0,92593.0,178592.0,119203.0,297795.0,50241.0,64345.0,41250.0,89592.0,48484.0,45405.0,101024.0,287808.0,34174.0,178644.0,150353.0,289767.0,410120.0,30830.0,25410.0,297795.0
461,1014411.0,542977.0,471434.0,184319.0,384828.0,277961.0,662789.0,113292.0,177353.0,115883.0,192036.0,58843.0,91763.0,226242.0,608815.0,87591.0,324521.0,275648.0,689890.0,856193.0,106568.0,61748.0,662789.0
462,1041630.0,559444.0,482186.0,183238.0,375462.0,263249.0,638711.0,126259.0,182389.0,113863.0,165121.0,42063.0,102685.0,245320.0,608700.0,84925.0,336533.0,280728.0,705097.0,849255.0,101290.0,15754.0,638711.0
463,825454.0,442328.0,383126.0,142950.0,293615.0,201258.0,494873.0,108187.0,143229.0,82975.0,122395.0,32775.0,80359.0,194974.0,483884.0,66237.0,308392.0,250596.0,517062.0,675381.0,37289.0,33564.0,494873.0
464,946131.0,510513.0,435618.0,164258.0,296857.0,175706.0,472563.0,126436.0,143353.0,76312.0,100857.0,19385.0,98741.0,239059.0,529982.0,78349.0,372011.0,268127.0,574120.0,848765.0,32128.0,17051.0,472563.0
465,1274183.0,683368.0,590815.0,224230.0,440070.0,292539.0,732609.0,166169.0,208280.0,123098.0,180013.0,46851.0,130815.0,317912.0,729685.0,95771.0,455455.0,355466.0,818728.0,1125279.0,30172.0,22707.0,732609.0
467,1279175.0,695723.0,583452.0,223342.0,486601.0,301504.0,788105.0,161024.0,193323.0,133517.0,247039.0,43912.0,134152.0,319274.0,719781.0,105968.0,523031.0,383449.0,756144.0,1234225.0,48532.0,29006.0,788105.0
468,1189827.0,642282.0,547545.0,204942.0,397972.0,224682.0,622654.0,161970.0,181858.0,98902.0,145996.0,23995.0,126722.0,305862.0,659697.0,97546.0,521946.0,372049.0,667881.0,1134539.0,50435.0,27541.0,622654.0
469,806158.0,427862.0,378296.0,142017.0,243492.0,148686.0,392178.0,110228.0,120062.0,59284.0,78653.0,14390.0,87207.0,208122.0,446652.0,64177.0,362975.0,261623.0,443183.0,660331.0,51519.0,23826.0,392178.0
470,1116649.0,593245.0,523404.0,194809.0,350958.0,223666.0,574624.0,153153.0,172232.0,90443.0,120460.0,27303.0,112757.0,280947.0,632111.0,90834.0,475571.0,363946.0,641078.0,801747.0,53811.0,32795.0,574624.0
471,1537117.0,830520.0,706597.0,272738.0,536521.0,305781.0,842302.0,206809.0,228924.0,131189.0,214909.0,48813.0,160417.0,389819.0,871309.0,115572.0,665572.0,516817.0,871545.0,1497776.0,75747.0,33132.0,842302.0
472,1425022.0,758253.0,666769.0,246742.0,510805.0,299091.0,809896.0,190479.0,227844.0,135464.0,207427.0,35372.0,153417.0,362400.0,789684.0,119521.0,609320.0,425210.0,815702.0,1407363.0,44895.0,17424.0,809896.0
473,940128.0,509038.0,431090.0,167593.0,360566.0,231919.0,592485.0,112757.0,141601.0,100047.0,182301.0,47537.0,92528.0,223019.0,538188.0,86393.0,371073.0,288225.0,569055.0,924541.0,18174.0,16853.0,592485.0
474,880072.0,476475.0,403597.0,158075.0,335836.0,205799.0,541635.0,104085.0,139426.0,100081.0,167785.0,24836.0,90743.0,210661.0,501303.0,77365.0,388715.0,276208.0,491357.0,869258.0,39002.0,16162.0,541635.0
475,812521.0,423578.0,388943.0,135218.0,299145.0,179151.0,478296.0,106547.0,138412.0,91716.0,117411.0,19064.0,87680.0,206469.0,443044.0,75328.0,351864.0,204704.0,460657.0,805991.0,24323.0,10195.0,478296.0
476,765351.0,403034.0,362317.0,135560.0,299560.0,188630.0,488190.0,94485.0,126813.0,93964.0,141258.0,26537.0,80482.0,183830.0,435170.0,65869.0,333622.0,204855.0,431729.0,758328.0,18892.0,12144.0,488190.0
477,1660289.0,886451.0,773838.0,273881.0,538508.0,296185.0,834693.0,195476.0,202181.0,129579.0,212394.0,76434.0,231670.0,461813.0,854542.0,112264.0,629658.0,464644.0,1030631.0,1026542.0,27570.0,17755.0,834693.0
478,2194586.0,1193063.0,1001523.0,391426.0,804492.0,465309.0,1269801.0,277239.0,287742.0,204851.0,354094.0,126692.0,258516.0,581250.0,1213106.0,141714.0,785762.0,609663.0,1408824.0,1896698.0,100722.0,38309.0,1269801.0
479,559495.0,295297.0,264198.0,96898.0,146457.0,61079.0,207536.0,82746.0,57015.0,27245.0,22433.0,7261.0,74895.0,166313.0,286262.0,32025.0,229277.0,152553.0,330218.0,519697.0,15673.0,14556.0,207536.0
480,1592714.0,874089.0,718625.0,237803.0,568474.0,269354.0,837828.0,261979.0,224989.0,157372.0,137803.0,35535.0,200056.0,458767.0,826768.0,107123.0,590599.0,451530.0,1002115.0,1523438.0,36435.0,33103.0,837828.0
481,1428559.0,780902.0,647657.0,215478.0,533921.0,293742.0,827663.0,229884.0,220817.0,173169.0,147085.0,33425.0,171848.0,390079.0,749712.0,116920.0,525370.0,396769.0,903189.0,1339646.0,45232.0,28253.0,827663.0
482,1632109.0,883317.0,748792.0,272242.0,599253.0,356103.0,955356.0,222358.0,225628.0,165751.0,208973.0,117832.0,170809.0,424401.0,929221.0,107678.0,530629.0,441815.0,1101480.0,1470346.0,56672.0,38522.0,955356.0
483,628240.0,338232.0,290008.0,107129.0,236341.0,137017.0,373358.0,118626.0,106846.0,59474.0,44598.0,15050.0,74310.0,163686.0,338029.0,52215.0,316020.0,226330.0,312220.0,593927.0,20672.0,19525.0,373358.0
484,1441950.0,776190.0,665760.0,241868.0,465476.0,217079.0,682555.0,270972.0,169556.0,83562.0,70328.0,26478.0,191761.0,402052.0,750331.0,97806.0,652270.0,507173.0,789680.0,1374040.0,23505.0,15714.0,682555.0
485,1666767.0,884020.0,782747.0,276543.0,529858.0,268135.0,797993.0,302597.0,211195.0,94899.0,81240.0,36016.0,220799.0,463138.0,864155.0,118675.0,682988.0,496734.0,983779.0,1554490.0,57705.0,49173.0,797993.0
486,1202998.0,637913.0,565085.0,207821.0,355842.0,186656.0,542498.0,168469.0,155317.0,91542.0,76369.0,19113.0,157126.0,325782.0,636195.0,83895.0,566177.0,395575.0,636821.0,1150150.0,22535.0,20713.0,542498.0
487,1474723.0,788933.0,685790.0,251334.0,416441.0,214929.0,631370.0,210897.0,187015.0,96146.0,82056.0,31240.0,197553.0,412491.0,755554.0,109125.0,592470.0,441443.0,882253.0,1404412.0,33024.0,21490.0,631370.0
488,856558.0,450549.0,406009.0,166649.0,265457.0,155165.0,420622.0,136741.0,105010.0,59739.0,48604.0,13871.0,117405.0,231917.0,447757.0,59479.0,373605.0,261183.0,482953.0,820662.0,13997.0,12004.0,420622.0
489,2021987.0,1073205.0,948782.0,376379.0,700223.0,418770.0,1118993.0,344354.0,343146.0,182697.0,160798.0,64817.0,256474.0,532270.0,1085128.0,148115.0,839763.0,637857.0,1182224.0,1868720.0,51181.0,31874.0,1118993.0
490,1083949.0,570229.0,513720.0,218777.0,350142.0,198189.0,548331.0,191662.0,165303.0,88125.0,68512.0,21804.0,136028.0,282493.0,586179.0,79249.0,486486.0,348890.0,597463.0,1015688.0,28514.0,17185.0,548331.0
491,1870104.0,971396.0,898708.0,346977.0,611158.0,373675.0,984833.0,270655.0,273238.0,176370.0,175804.0,54531.0,238135.0,501756.0,988261.0,141952.0,745244.0,554667.0,1124860.0,1811634.0,34342.0,22279.0,984833.0
492,1973306.0,1016687.0,956619.0,362657.0,621967.0,369443.0,991410.0,259468.0,235155.0,181747.0,230974.0,62859.0,254674.0,547048.0,1009454.0,162130.0,862959.0,585034.0,1110347.0,1900712.0,23024.0,15254.0,991410.0
495,1831152.0,947830.0,883322.0,333916.0,508382.0,251547.0,759929.0,282708.0,183880.0,109089.0,108311.0,31425.0,255392.0,540219.0,914326.0,121215.0,757585.0,544069.0,1073567.0,1760525.0,45700.0,13104.0,759929.0
496,726070.0,372419.0,353651.0,136981.0,257619.0,145752.0,403371.0,136773.0,118653.0,58700.0,57330.0,21828.0,80083.0,173707.0,416857.0,55423.0,348262.0,282243.0,377808.0,651244.0,22623.0,17757.0,403371.0
497,1183724.0,605119.0,578605.0,216671.0,429667.0,264379.0,694046.0,267830.0,201202.0,91746.0,77417.0,26142.0,134713.0,289725.0,665618.0,93668.0,570329.0,454507.0,613395.0,1054413.0,21507.0,16494.0,694046.0
498,1215393.0,620862.0,594531.0,217701.0,406791.0,265924.0,672715.0,228073.0,170031.0,84966.0,83957.0,36427.0,145317.0,309425.0,674085.0,86566.0,547852.0,405049.0,667541.0,1056199.0,63859.0,21513.0,672715.0
499,1710982.0,882871.0,828111.0,298036.0,613726.0,401156.0,1014882.0,323692.0,263266.0,135370.0,143351.0,71378.0,189458.0,419064.0,951616.0,150844.0,755288.0,588377.0,955694.0,1484134.0,96579.0,30977.0,1014882.0
500,1290685.0,669852.0,620833.0,219796.0,456982.0,291375.0,748357.0,311722.0,192607.0,79001.0,62864.0,22546.0,159993.0,331675.0,689926.0,109091.0,629791.0,436444.0,660894.0,1132623.0,42461.0,31207.0,748357.0
501,1308223.0,677866.0,630357.0,226155.0,422705.0,233664.0,656369.0,220886.0,184452.0,102164.0,98489.0,30072.0,157265.0,346303.0,700742.0,103913.0,580422.0,429159.0,727801.0,1158128.0,21019.0,15933.0,656369.0
